id,nama
31543,Moringa oleifera SDE
31394,Moni X Morinda citrifolia Mengkudu 
33204,Musa parasidiaca Pisang SDE
32451,Morinda citrifolia Moni C2 Mengkudu 
30037,Merremia mammosa Bidara Upas 
30523,Mimosa pudica Putri Malu 
29685,Mentha arvensis Mint 
30799,Mentha arvensis Liq
30770,Mesona chinensis Cincau 
30654,Mentha arvensis A1 Mint 
26180,Labisia pumila Kacip Fatimah 
25455,Labisia pumila P1 Kacip Fatimah 
26301,Labisia pumila Kacip Fatimah SDE
27247,Languatis galangae Laos 
23969,Kaempferia rotunda Kunyit Putih 
22944,Kaempferia angustifolia Rosch Kunci Pepet 
23565,Kaempferia galangal G1 Kencur 
23667,Kaempferia galanga Kencur 
22395,Hibiscus sabdariffa Liq Rosella 
21235,Hibiscus sabdariffa S1 Rosella 
21285,Imperata rhizome Alang alang 
21548,Imperata cylindrica SDE
21708,Imperata cylindrical Alang alang 
22050,Hibiscus sabdariffa Rosella 
21205,Hibiscus sabdariffa SDE
19402,Granati pericarpium P1 Delima 
19031,Green Coffee Kopi Hijau 
20698,Granati pericarpium SDE
20797,Gynura segetum Daun Dewa 
20874,Hedyotis corymbosa Rumput Mutiara 
20366,Green Tea Teh Hijau 
19598,Guazuma ulmifolia Liq Jati Belanda 
19911,Green coffee SDE
19315,Glycyrrhiza glabra Akar Manis 
20744,Graptophyllum pictum Wungu 
19179,Granati pericarpium Delima 
19015,Gynura procumbens Sambung Nyawa 
19995,Green tea LE
19586,Helicteres isora Kayu Ules 
19765,Green Tea Liq Teh Hijau 
19057,Grav X Annona muricata
20761,Green tea SDE
18879,Guazuma ulmifolia Jati Belanda 
18658,Foeniculi fructus Adas 
17165,Garcinia cambogia Asam Glugur 
17086,Foeniculum vulgare V1 Adas 
16805,Foeniculi fructus Adas SDE
17876,Garcinia mangostana Buah Manggis SDE
18518,Garcinia mangostana Liq Manggis 
17481,Garcinia mangostana Manggis 
17799,Fragraria x ananassa Strawberry SDE
16808,Garcinia cambogia Liq Asam Glugur 
17272,Garcinia mangostana M1 Manggis 
18806,Foeniculi frustus Liq Adas 
16615,Eugenia caryophyllata Cengkeh 
15029,Elephantopus scaber Tapak Liman 
16306,Eurycoma longifolia Pasak Bumi SDE
15148,Erythirna subumbrans Dadap Serep 
15163,Epimedium grandiflorum Epimedii 
15913,Eurycoma longifolia Eur L1 Pasak Bumi 
16417,Ekstrak Lumbricus rubellus Cacing 
15134,Eleutherine palmifolia Bawang Dayak 
15361,Eurycoma longifolia Pasak Bumi 
14734,Ficus Septica Awar awar 
16688,Eurycoma longifolia Eur L2 Pasak Bumi 
13692,Drymis piperita Kayu Akway 
13149,Cyperi rhizoma Teki 
11262,Curcuma xanthorrhiza Temulawak 
14575,Curcuma zedoaria Temu Putih 
10640,Curcuma domestica Cur D2 Kunyit 
11820,Curcuma xanthorrhiza C2 5 Temulawak 
11299,Curcuma aeruginosa Temu Hitam 
11664,Curcuma xanthorrhiza Cur X2 Temulawak 
12475,Coriandrum sativum Ketumbar 
11537,Cinamomum cullilawan Kayu Lawang 
11226,Cinnamomum burmani SDE
10736,Curcuma domestica C2 Kunyit 
11506,Curcuma xanthorrhiza DE 25 Temulawak 
12611,Curcuma domestica Cur D3 Kunyit 
12193,Citrus aurantifolia Buah Jeruk Nipis SDE
10588,Cinnamomum burmani B1 Kayu Manis 
10847,Costus specious Daun Pacing 
10566,Curcuma xanthorrhiza Oleoresin Temulawak 
12160,Curcuma mangga Temu Mangga 
11838,Cosmos caudatus Kenikir 
11253,Curcuma xanthorrhiza C08 Temulawak 
10928,Curcuma domestica C95 Kunyit 
10613,Coleus atropurpureus Miana 
11731,Curcuma domestica DE 15 Kunyit 
12199,Citrus aurantifolia Jeruk Nipis 
12485,Curcuma domestica Kunyit 
11824,Cassia angustifolia Senna 
11660,Citrus limon Lemon SDE
12489,Clinacanthus nutans Lindau Dandang Gendis 
11260,Curcuma xanthorrhiza SDE
11959,Curcua heyneana Temu Giring 
12257,Curcuma xanthorrhiza C15 Temulawak 
10622,Curcubita pepo Labu Parang 
1762,Abrus precatorius Saga 
4332,Anacardium occidentale Lin Jambu Mede 
5718,Andrographis paniculata Sambiloto 
4322,Allium cepa Bawang Merah 
4625,Andrographis paniculata SDE
4183,Aloe vera Lidah Buaya SDE
5970,Aloe vera Lidah Buaya 
3804,Arcangelisia flava Kayu Kuning 
4598,Allium sativum L Bawang Putih 
4040,Anredera cordifolia Daun Binahong 
4975,Annonae muricata Liq Sirsak Liq 
5695,Apium graveolens Seledri 
5884,Areca catechu Pinang 
4620,Andropogon nardus Sereh 
4920,Alstonia scholaris Pule 
5381,Azadirachta indica Mimba 
4061,Amamum campactum soland Kapulaga 
5769,Andropogon nardus N1 Sereh 
6042,Ananas comosus Nanas SDE
4887,Artocarpus altilis Daun Sukun 
4026,Alyxia stellata Pulosari 
5390,Andrographis paniculata P1 Sambiloto 
7362,Blumea balsamifera Sembung 
6787,Black Tea Teh Hitam 
7804,Boesenbergia pandurata P1 Temu Kunci 
6131,Beta vulgaris Buah bit SDE
6422,Bruguiera gymnorrhiza Bruguiera 
7158,Bitter Melon Momordica charantia Pare 
8293,Boesenbergia pandurata Temu Kunci 
9575,Cacao Theobroma cacao Cacao 
9791,Carica papaya Pepaya 
9651,Caesalpinia sappan S1 Secang 
8550,Capsicum anuum Cabai Merah 
8915,Caesalpinia sappan Secang 
11152,Cinnamomum burmani Kayu Manis 
12477,Curcuma domestica C20 Kunyit 
12206,Centella asiatica A1 Pegagan 
12166,Curcuma domestica C30 Kunyit 
10773,Centella asiatica Pegagan SDE
11932,Curcuma domestica C90 Kunyit 
10764,Cuminum cyminum Jinten Putih 
10682,Coleus amboinicus Bangun bangun 
11949,Centella asiatica Pegagan 
12152,Curcuma xanthorrhiza Cur X3 Temulawak 
12568,Citrus hytrix Kulit Jeruk Perut 
12329,Cocos nucifera SDE
11154,Cordyceps militaris Cordyceps 
11444,Curcuma xanthorrhiza Cur X1 Temulawak 
10855,Curcuma domestica Cur D1 Kunyit 
11324,Curcuma xanthorrhiza C15 VO3 Temulawak 
46157,Tomato juice concentrate
46140,Tomato Punch Base
43740,Strawberry Juice Concentrate
45222,Sweet potato juice concentrate
37617,Raspberry Puree
38675,Raspberry juice concentrate
38389,Red date juice concentrate
37050,Peach juice concentrate
36216,Pear Juice Concentrate
37075,Peach Puree
35672,Pineapple juice concentrate
36318,Pear base
34904,Orange Carrot Base
34526,Orange Base
34231,Orange juice concentrate
32281,NFC juice
31676,Multifruit Base
30118,Mango juice concentrate
27535,Lemon juice concentrate
25598,Kiwi juice concentrate
20573,Grape juice concentrate
14608,Deionized Pear Juice Concentrate
12985,Deionized Apple Juice Concentrate
12727,Doehler Food and Beverage Ingredients Rizhao Co Ltd China Flavor
10614,Cucumber juice concentrate
9614,Carrot juice concentrate
8094,Black Carrot juice concentrate
6934,Blueberry juice concentrate
7877,Bluberry Puree
7121,Broccoli juice concentrate
5172,Apple peach blend
6033,Apple Puree
4456,Apple Juice Concentrate
4148,Apple cider syrup
4227,Apricot juice concentrate
3848,Apple lychee blend
235,246635 Green fruit and vegetable base
49032,White chocolate
45873,TS 1509 on behalf of cocoa butter dark chocolate liquid block
9380,CC 300 generation cocoa butter brown milk chocolate coating
8717,CC 200 generation cocoa butter brown chocolate coating
9003,CC 500 on cocoa butter white chocolate coating
9408,CC 201 based cocoa butter brown chocolate
8611,CC 102 on behalf of cocoa butter black chocolate coating
8029,Brown black chocolate
3371,02210079 Griffon on behalf of cocoa butter mango chocolate
2923,02210077 Griffon on behalf of the cocoa butter white chocolate
1929,02210078 Griffon on cocoa butterberry strawberry chocolate
2371,02210082 Griffon on behalf of the cocoa butter white chocolate soft sauce
963,02210076 Griffon on cocoa butter black chocolate
2306,02210081 Gryffe on behalf of cocoa butter dark chocolate soft sauce
2211,02210080 Griffon on behalf of the cocoa butter green tea Chocolate
749,075 on behalf of cocoa butter chocolate flavor powder
1075,020 on behalf of cocoa butter chocolate flavor powder
41413,SPRAY DRIED SOLUBLE COFFEE
15893,FREEZE DRIED SOLUBLE COFFEE
15501,FROZEN CONCENTRATED COFFEE EXTRACT
8985,COFFEE OIL
1814,AGGLOMERATED SOLUBLE COFFEE
48969,Wijen Gongseng Roasted Sesame
433,Adas Anise Seed Powder
5150,Asam Tamarind Powder Coarse
6914,Bawang Merah Onion Shallot Powder
7748,Biji Pala Nutmeg Powder
6881,Bawang Putih Garlic Powder Flake
8538,Cabe Chili Powder
8444,Cabe Jawa Long Pepper Powder
11930,Colour Vermicelli
10479,Chocolate Vermicelli
11848,Cengkeh Clove Powder
14576,Daun Kunyit Turmeric Leaf Powder Flake
13817,Daun Ketumbar Coriander Leaf Powder Flake
13693,Daun Pandan Cocopandan Leaf Powder Flake
13724,Curry Leaf Daun Kari Flake
14109,Daun Jeruk Lime Leaf Powder Flake
13409,Daun Salam Bay Leaf Powder Flake
12946,Daun Kemangi Basil Leaf Powder Flake
13914,Daun Bawang Spring Onion Leaf Leek Flake Powder
13181,Daun Bayam Spinach Powder Flake
16212,Ebi Shrimp Powder
20489,Gula Inti
22094,Jahe Ginger Powder
21090,Jamur Bubuk Mushroom Powder
24341,Kemiri Cundlenut Powder
24903,Kacang Almond Roasted Almond Slivered
23404,Kayu Manis Cinnamon Powder
23889,Ketumbar Coriander Powder
24589,Jinten Cumin Powder
24224,Kacang Mede Roasted Cashew Nut
22967,Kapulaga Cardamon Powder
24168,Kencur Powder
24568,Kas Kas Ground Powder
23336,Kembang Pala Fuli Mace Powder
26431,Lada Hitam Black Pepper Powder Coarse
25392,Klabet Fenugreek Powder
27108,Kunyit Turmeric Powder
25258,Lada Putih White Pepper Powder Coarse
27560,Lengkuas Galangal Powder
31201,Mesoyi Powder
36107,Pekak Star anise Powder
36273,Petis Fermented Fish Powder
38765,RBD Palm Oil SL 06A RC AP01 00 
42100,Sereh Lemongrass Powder Flake
43025,Seledri Celery Powder Flake
43257,Secang Powder Serat
44910,Sumber Inti Pangan PT Seasoning
44970,Sumber Inti Pangan PT Flavor
46646,Terasi Fermented Shrimp Balacan Powder
47004,Udang Rebon Powder
48118,Wortel Carrot Flake Granule Powder
31801,Mother Be
24325,Jinten Koffie
16902,G Coffee
4508,B Coffee
3953,Amazon Plus
1282,Ace to Max Life
48293,XTENDRA SOLUTIONS SERIES
905,ASCORBYL PALMITATE
45122,Starch Sodium Ocetenylsuccinate
44867,Starch Acetate
37060,Pregelatinized starch
36298,Pregelatinized waxy rice
35156,Oxidized hydroxypropyl starch
35008,Oxidized starch
22111,Hydroxypropyl Distarch Phosphate
3761,Acid Treated starch
1376,Acetylated Distarch Adipate
573,15 Namnam Curly Snack Bawang Goreng
2234,16 Namnam Curly Snack Balado
49345,WILBAKE 2150 SHORTENING
49126,WILSHORT 1101N GOLDEN PALM QUALITY PALM FRYING OIL 
47718,WILSHORT 1102N
49297,WFP
49392,WILSHORT 4042N GOLDEN PALM QUALITY PALM FRYING OIL 
48095,WILSHORT 2110N PELICAN BRAND ALL PURPOSE PALM HR 2110N 
48684,WILSHORT 1320N
47672,WILSHORT 3639N
48911,WITH PALM OIL GOSAL
48722,Wilshort 2140N
48728,Wilka
48989,WILFIL 8200
48716,VIKING
45927,TRIERPS WILMIC 368
46426,TRHPO W 113
46249,TRIERPS WILMIC 404
45769,TRIERPS WILLITE 340
46972,TRH PALM KERNEL STEARIN
46071,TRIEHPKL WILMIC 4100 
46080,TRIEPS POLIVA IE 
46150,TRIEPS INTERESTERIFIED FAT OF PALM OIL WILMIC 1300 
45917,VEGETABLE FAT CBS SUPERGLAZURIT
45661,TRIERPS WILMIC 320 FILLING FATS FILLIX 
47179,TRIERPS RBD IE VEGETABLE FAT 
47042,TRIEPS RBD IE VEGETABLE FAT 
47027,TRIEPKO SANIA WILMIC 3135
47061,TRIEPKL WILMIC 3639
45751,TRPKL WILFIL 220 
46356,TRIERPS SANIA WILMIC NH 3538
45712,TRH FRACTIONATED FAT
47507,TRIEPO SANIA MILK FAT REPLACER MARGO 27 37
46499,TRIEROL FAT WILMIC 560
47157,TRIEPO SANIA MILK FAT REPLACER
46609,TRIEHPMF WILLARINE LT 03
46876,TRPKS ULTRA CHOCO 3135 NH 
45980,TRIERPS WILMIC NH 3538
45757,TRIEPKS NH SANIA 34 37
46832,TRIERPO SANIA BUTTER OIL SUBSTITUTE 30 38
45918,TRIEPS WILFIL 6200 
46200,TRIEPS WILFIL 6100 
45884,TRIEPO WILSHORT PLIN 3438 
45515,TRIEPKO WILMIC 3103 
45932,VEGETABLE FAT
46858,VEGETABLE OIL CSG
45527,TRIEPL
47232,TRIEPO 50 55 
46366,TRIEPKO WILMIC 4200 
46606,TRIEHPKO INTERESTERIFIED FAT WILMIC 2100 TEXTURIZED 
47076,TRIEPKO WILMIC PL 3539 
47037,TRIEHPKO
47040,TRPKS ULTRA CHOCO 1300 NH
47434,TRIEPKO WILLARINE 3437 NH 
46507,TRIEPKS ULTRACHOCO 7411 
46774,ULTRA CHOCO 1100 NH
46182,TRIEPO FILLING FAT WILMIC PG 150216 
45897,TRIEPS FILLING FATS FILLIX
45539,TRPKL BESSCOTE 240 
45605,TRIEPKS WILKOTE 360 NH 
46061,TRH SOFT PMF
46857,TRPKS MEIZAN 
43869,TRHPO SANIA 50 54 LOW TRANS 
45034,TEXT HYD PALM OLEIN
45429,TRHPKS PRIMA CHOCO
45451,TRHPKO PIKO 380
45139,TRHPKL CBS BL 39 GOLDEN ORIOLE
44980,TRHPKS FRACTIONATED VEGETABLE FAT
43542,TRHPKL PRODALIMENTA 32 34
44170,THPKL PRODALIMENTA
45374,TRHPKS ULTRA CHOCO SP
45293,TRHPKL TRANS FREE SANIA
45160,TRHPKL SANIA WILFIL 3835
44214,TRHPKO TRANSFREE CONFECTIONARY FAT NEOLAURIN
45325,TRHPKS ULTRA CHOCO 555 SP
44086,TRHPOL SANIA MP 20 MAX
44016,THPKO WILKOTE 340
45481,TRHPKL WILFIL 360 TRANS FREE
44523,TRHPKS CBS BS 2000 GOLDEN ORIOLE
44527,TRHPKO SANIA WILKOTE 379 TF
44286,TRHPKS DECOTEX
45497,TRHPOL SANIA PALMFIL 3134A
44887,TRHPKL BESSCOTE 38 42
44398,TRHPKS SANIA FRACT VEGETABLE FAT
44578,TRHPKL WILFIL 320 TF
45378,TRHPKO CBS LHK35 02JK
45333,TRHPKL WILFIL 300 TRANS FREE
44139,TRCNO PRODALIMENTA
45048,TRHKO 30 33
45347,TRHCNO KOSHER
44076,TRHPKO CBS LHK 41 02JK GOLDEN ORIOLE 
43700,TRHPKO W360 WAXY CHARACTER
45392,TRHPKO 38 42
45107,TRHPO 52 55
45394,TRHPKO 38 40
44003,TRHPKS SANIA ULTRA CHOCO NH 31 5 33 5
43586,TRHPKO CONVECTIONARY FATS CBSIX ECO
44092,TRHPKO SANIA WILKOTE H 347 S
45421,TRHPKO PIKO 368
44306,TRHPKS CBSIX CONFECTIONARY FATS
44620,TRHCNO CONFAT 92
44334,TRHPO 38 40
44625,TRHPO 42 44
43956,TRHPKS CBR ULTRA CHOCO
44635,TRHPKL GOLDEN ORIOLE 36 39
44012,TRHPO GRAISSE DE PALME HYDROGENEC
43924,TRHPOL 37 39 WILSHORT H3739
45103,TRHPO PALM FAT H51
44201,TRHCNO IBC
44028,TRHPKS SPECIAL CHOCO
44846,TRHPKL BESSCOTE 3838
44093,TRHCO
44148,TRHPKO 36 38
44606,TRHPKL WILFIL 400 MEIZAN
44517,TRHPKO WILKOTE 7253 
45505,TOTALITE 100
45191,TRHPKO TOP ASS
43838,TRHPKO CBSIX ECO MP 37 39
45133,TRHPKL 38 40 POLIVA 370P
43988,TRHPKL TEKER 340 M
44117,TRHPKS BESSCHOC 3437
43963,TRHPKO WILKOTE 420 
44477,TRHPKS ULTRA CHOCO LOCAL
45152,TRHPKL CBS BL 37
43695,TRHPKL SANIA WILFIL
45097,TRHPO 500
43567,TRHPO KALPAL 39
44040,TRHPKO VEGETABLE FAT NEOLAURIN
44589,TRHPKS FONTA CK SPESIAL
44921,TRHPO
43822,TRHPKO 42 41 43 
44024,TRHPKO POLIVA 380 TF 
43879,TRHPKS BESSCHOC 33 35 5 IN IBC
44407,TRHPKO SANIA CHOCO 357
44007,TOTALITE 300
45128,TRHPKS CBE IX
43816,TRHPO 440
45372,TRHPKO 35 37
43747,TRHPKO 36 35 37 
44818,TRHPO 48 51
44333,TRHPKL PRODALIMENTA
44485,TRHPKS BLUE TEAM PREMIUM QUALITY
44714,TRHPKL WILFIL 360
43673,TRHPO PRODALIMENTA 40 42
44227,TRHPO 29 33 MILKO 6000
43795,TOTALITE SUPER
44354,TRHPKO CBS BM 100 GOLDEN ORIOLE
45461,TRHPO SANIA 38 40
43761,TRHPOL WILFIL P336 
44269,TRHCNO PRODALIMENTA 30 33
44591,TRHPKL WILKOTE 1200 
44851,TRHPKO 36 SP
44537,TRHPKS GOLDEN ORIOLE 32 36
44567,TRHPKS CBS 555 SP
45379,TRHPKO MELARINE 36 WAXY CHARACTER 
44668,TRHPO SANIA 42 47
44920,TRHPKO WILKOTE 357 A 
43974,TRHPKS BESCHOC 3932 S
43550,TRHPKO MEIZAN WILKOTE 380 
45485,TRHPKL MP 23 MIN
43776,TRHCNO BESSICE
44747,TRHPOL WILKRIM P 3437A
45420,TRCNO WILKRIM 4120 
45322,TRHPKO SUPERKOTE 388
44712,TRHPKL WILFIL 380
43888,TRHPO 4850
44731,TRHPKL WILFIL 340
45358,TRHPOL WILKRIM P 370
45203,TRHPKS ULTRA CHOCO 7270 
44129,TRHPKS CBS SUPER CHOCOS
43793,TRHPKO MEIZAN WILKOTE 1400 
45009,TRHPKL WILFIL 400
43922,TRHPKS BESSCHOC
44069,TRHPKO BESSCHOC 3934
43644,TRHPKL CBS BL 41 GOLDEN ORIOLE
45188,TRHPKS BESSCHOC 3937
44466,TRHPKL WILCOA 340
45284,TRHPKO SANIA 38 40
44361,TRHPKO DECOTE 3638
44121,TRHPKS CHOCIX
45493,TRHPKO WILKOTE 3537
45155,TRHPKS PALM KERNEL OIL FRACTION DL 2
44353,TRHPKO WILKOTE 360NH
44476,TRHPKL 38 40
43913,TRHPO 400
43531,TRHPKS SANIA ULTRA CHOCO 368
44223,TRHPKL 40 42 
44423,TRHPO 51 53
44203,TEXTURIZED RHPKO 41 43
44512,TRHPKO WILKOTE 7254 
44999,TRHCNO SANIA WILKRIM
44371,TRHPO PRODALIMENTA 42 47
44014,TRHPKS CONFAT L 450
44566,TRHPKO WILKOTE 379
44229,TRHPKO BLUE TEAM 36 38
44474,TRHPO ELBURG RHPO 40 42
45082,TRCNO PRODALIMENTA MP 26 28
45480,TRHPKO BLUE TEAM
43904,TRHCNO POLIVA ICE CREAM FAT 304
44456,TRHPKO VEGETABLE MOLD FOR RELEASE IX
43590,TRHPKL SANIA MIXED FAT
44574,TRHPKO WILKOTE 368
44701,TRHPKS ULTRA CHOCO
43574,TRHPO 380
43958,TRHPO 58 60 
44539,TRHCNO 30 33
44782,TRHKL WILFIL 320
44870,TRHPKO MELARINE 36 38
44102,TRHPKL 34 36 POLIVA 347P 
44453,TRHPKL WILFIL 320 POLIVA 313P
44033,TRHPKO PIKO 40 41
43783,TRHPKS CBS VEGETABLE HARD FAT 
44704,TRHPOL WILKRIM P3943NH
44991,TRHPKL SANIA 32 34 TF
45244,TRHPKS CK SPECIAL
44983,TRHPKO SANIA WILKOTE 380
45400,TRHPKO POLIVA L368P 
45204,TRHPKL WILFIL 240H 
44363,TRHPKO PRODALIMENTA
43728,TRHPKL WILKRIM 2100 
43982,TRHPKL SANIA 32 36
44853,TRHPOL WILKRIM P 3437A 
44576,TRHPKO WILKOTE 360
44047,TRHPO PRODALIMENTA
45262,TRHPKL WILFIL 280 TF 
44373,TRHPKO SANIA 34 36
45151,TRHPKO COATING FAT
44699,TRHPKO WILKOTE 360 LT 
43990,TRHPKO SANIA PIKO
44754,TRHPKL 40 42
44234,TRHPKL 36 38 POLIVA 368P
45507,TRHPKL PRODALIMENTA 35 37
45465,TRHPKS ULTRA CHOCO CBS
44653,TRHPKL SANIA LIKO 393
44220,TRHPKO ISFAT H
44325,TRHPKO 34 SP
45186,TRHPKL MIXED FAT 38 40
43559,TRHPKS HYPER CHOCO
45022,TRHPKS FRACTIONATED HYDROGENATED VEGETABLE FAT
44281,TRHPKS CBS RM7210
44900,TRHPKS KEKO
44025,TRHPKO SANIA 36 38
43727,TRHPKL WILFIL 320 TF 
43730,TRHPKS PRIMAX CHOCO
44833,TRHPKO BESSCREME 3435 
44324,TRHPKS SANIA ULTRA CHOCO SS
44820,TIONA
45138,TRHPO 40 42
44575,TRHPKS SANIA PRIMA CHOCO
43712,TRHPKL SANIA WILFIL 280
44958,TRHPKL SANIA LIKO 320
44505,TRHPKS ULTRA CHOCO C
44746,TRHPKL ICE CREAM FATS ICEIX 38 TF 
44618,Sovia
44952,TRHPO WILKA
45320,TRHPKS CHOCOTEX
45432,TRHPKS PRIMAX CHOCO BLUE TEAM
44650,TRHCNO ICE CREAM FATS ICEIX 30 32 TF 
44473,THPKO SOLEO
44627,TRHPO 42 47
45277,TRHPKO RM7200 
44785,TRHCNO WILKRIM 32 34
45000,TRHPKO WAXY CHARACTER
44368,TRHPO PRODALIMENTA 42 44
45078,TRHPKS SANIA 33 35 5
44550,TRHPO 48 50 BLUE TEAM 
44178,TRHPKS ULTRA CHOCO 555
44570,TRHPOL WILKRIM P 3033
44679,TRHPKS ULTRA CHOCO BRAND
43884,TRHPKL WILFIL 380 TRANS FREE
45424,TRHPO SANIA 51 53
44881,TRHPKS ULTRA CHOCO POLIVA 355P
45003,TRHPKO DECOTE 3440
43648,TRHPKS CBS SUPER 10000 GOLDEN ORIOLE
45065,TRHPKS BESCHOC 3934
44159,TRHPO LEVKOM HYDROGENATED VEGETABLE OIL
44947,TRHPKL WILFIL 420
44816,TRHPKO WILKOTE 1100 
44095,TRHPKS BLUE TEAM ULTRA CHOCO
45494,TRHPKS PALM KERNEL OIL SG
43950,TRHPO 44 46
43864,TRHPKO WILKOTE 379 CEBS 
45343,TRHPKL WILFIL 360 TF 
44518,TRHPKL
43703,TRHPKS SANIA 777 ULTRA CHOCO SP
45340,TRHPKS SANIA GOLD CHOCO
44427,TRHPKO BLUE TEAM DECOTE 3638
45369,TRHPKS ULTRA CHOCO SS
44320,TRHPO WILWHITE
45063,TRHPKS BESCHOC 3932
44193,TRHPKS CBS LHK 32 04JK 
44035,TRHPKS ULTRACHOCO 7256 
44209,TRHPOL 41 43 WILSHORT H4143
44545,TRHPO PRODALIMENTA 38 40
45294,TRHPKL SANIA 38 40
44973,TEXTURIZED REFINED PALM FAT SHORTENING WILSHORT 3943 
45290,TRHPKS PRIMACHOC CONFECTIONARY FAT
45136,TRHPO 40 43
44503,TRHPKS ULTRA CHOCO G
44074,TEXTURIZED RHPO PRODALIMENTA 46 49
43694,TEXTURIZED REFINED HPS
44806,TRHPKO DECOTE 3435 N
42626,Sania Wilshort S113
42994,Sania Corn Oil
43175,Sania Soya Oil
42936,Sania Wilshort 4852
42403,Sania Wilshort 36639
41774,Siip
43048,SUPERIOR
42021,S R
40676,SHORTENING 33 39
39832,SHORTENING SUNNBAKE
40756,SHORTENING WILMAX 2200 PG
39663,SHORTENING PRODALIMENTA 40 42
40299,SHORTENING 40 42 S FAT PALMAZSIR
40658,SHORTENING SUNNFRY
39745,SHORTENING S 435 
41337,SHORTENING 41 43 
39633,SHORTENING DOLDEN GLOBE 
40256,SHORTENING WILKRIM P3943 NH 
40649,SHORTENING MIXED FAT FOR BISCUIT MAKING 
39919,SHORTENING SUPRA 2000
39837,SHORTENING WILSHORT 3300 
39713,SHORTENING BLUE TEAM
40948,SHORTENING WILSHORT 33 39
41164,SHORTENING VEGETABLE FAT 51 53
40818,SHORTENING PALM OIL S113
39945,SHORTENING 32 34
40201,SHORTENING MOMIN 36 39
41186,SHORTENING 42 48 MIXED FAT FOR BISCUIT MAKING 
39571,SANTA RIA
41014,SANIA VEGETABLE FAT H 48 52
40130,SHORTENING PALM FAT 369
40480,SHORTENING PALM OIL TOPAZ 39 41
41102,SHORTENING 4244 WILSHORT 1400 
40677,SHORTENING YANTAR 36 39
40192,SHORTENING SANIA SUPERFRY 36 38
40008,SHORTENING 39 41
40260,SHORTENING S 413
40540,SHORTENING 48 50 S FAT 
41447,SHORTENING PALM OIL 48 51
39948,SHORTENING 38 39 BAKERY FATS MAFEIX 
40387,SHORTENING VIKING BRAND
40289,SHORTENING SANIA
40963,SHORTENING BLUE TEAM K 43 47
39490,SHORTENING SANIA 47 50
41418,SHORTENING POLFAT A 4 PALMITIC 2 
39573,SHORTENING PALM OIL S117 MAFEIX 
40197,SHORTENING WILSHORT 1800 46 48 
40392,SHORTENING ARAWANA 33 39
40673,SANIA SHORTENING 39 42
39991,SASSEKA
40512,SHORTENING 30 34 DFA FATS BUTTERIX 
39483,SHORTENING HARTEX 36 BLUE TEAM 
40982,SHORTENING FRYTOL VEGETABLE FRYING FAT 
40458,SHORTENING VEGETABLE OIL CSP
40157,SHORTENING SUNFRY
40734,SHORTENING K3639 VIKING 
41348,SHORTENING S118 AL MAS 
39667,SHORTENING WILSHORT 1204 
39538,SANIA HPO GRAISSE DE PALME HYDROGENEE
40140,SHORTENING SWALLOW MP 44 MIN
40946,SHORTENING PALM OIL 38 40
39553,SHORTENING BLUE TEAM 40 43
41346,SANIA RBD PALM OIL 33 36 SHORTENING
41021,SHORTENING BLUE TEAM 50 52
41121,SHORTENING TALLO STEARIN 
40626,SHORTENING SANIA SPREADFAT MP 21 24
41394,SANIA SHORTENING
41039,SHORTENING PALM OIL SHORTENING 43
40164,SHORTENING BAKELS
40381,SHORTENING FRUOIL SUNNZ IBC
40217,SHORTENING WILSPREAD SP
41253,SHORTENING SANIA 36 39
40513,SHORTENING WILSHORT 3336 BLUE TEAM 
40887,SHORTENING BLUE TEAM HARTEX 39
40488,SHORTENING 36 39 BAKERY FAT BF 3639 
40072,SHORTENING AP 36 39
39898,SHORTENING 44 47
40284,SHORTENING FRUOIL 
41213,SANIA SHORTENING S 118
40919,SHORTENING WILKA
40724,SHORTENING S118 DOUGH FAT 
41200,SHORTENING WILSHORT 1211N 
39566,SHORTENING WILSHORT 43 47 
41097,SHORTENING TIGER 100 MP 40 42
39797,SHORTENING SANIA PALM OIL 48 51
39493,SHORTENING POLIVA BAKERY FAT
41252,SHORTENING GOLDEN PALM QUALITY PALM FRYING OIL 
40383,SHORTENING PRODALIMENTA 38 40
40880,SHORTENING BAKERY FATS MAFEIX
41246,SHORTENING KOSHER PALM OIL 43 45
39807,SANIA PALM OIL 39 42 Yum 
40872,SHORTENING 52 55
40674,SANIA SHORTENING 39 43
39643,SHORTENING RPS WILSHORT 2000
41424,SHORTENING SANIA 3438 TF
39851,SHORTENING SANIA 42 48
40878,SHORTENING FRY RITE 43 47
40777,SANIA RPO 33 36
40007,SHORTENING 39 42
40219,SANIA ICE CREAM DIPPING
41108,SHORTENING
41306,SHORTENING YELLOW
41415,SPMF SOFT PALM MID STEARIN
39675,SHORTENING AP 36 39 FUTURE GENE 
40824,SHORTENING SPREAD FAT SPREADIX
41019,SHORTENING S113 
40167,SANIA FILLER FAT
40854,SHORTENING 42 45 
41106,SHORTENING PARADISE FOOD AUSTRALIA 
40170,SHORTENING FORTUNE
40327,SANIA DEEP FRYING
39893,SHORTENING WILSHORT 1210 
40879,SHORTENING WILSHORT 3210 
40779,SANIA SHORTENING 52 56
40762,SANIA SHORTENING 40 42
40987,SST SOFT STEARIN
41359,SHORTENING C L BRAND
40784,SHORTENING KK WILSHORT 9000 FRYING SHORTENING KRISPY KREME 
40590,SHORTENING 35 37 P FAT 3437 
