food,cert
3982,5863
41135,226
5394,5855
39838,1080
4057,1825
39567,3570
4690,4140
3933,3325
40412,457
4219,5415
5846,808
5938,2085
41425,2600
41121,2728
4000,4997
5679,2266
40518,15635
39569,1327
5990,3618
3870,3829
40577,3564
4850,3478
41328,3570
5169,2266
40726,920
4624,1000
40872,2728
40578,3483
5438,1661
4119,5861
41288,985
4741,1825
6038,4342
41449,1174
4133,1335
41381,377
4445,3551
40522,724
41376,1327
4054,3558
39773,984
4416,2084
40919,2728
6008,864
5650,1341
40239,8557
40001,2333
5168,2082
4086,4997
4198,3071
4764,1334
4798,799
4542,3520
41094,1851
4277,1972
40407,2728
5786,855
39482,985
5758,3479
41078,4997
3853,2903
40988,1174
5258,5415
5369,3595
39505,1252
3807,3563
5484,3829
39565,1174
5416,5414
40827,4507
40580,724
3881,1825
40387,2728
6111,5025
39933,2082
3945,4511
39680,40110
4364,179
4049,3308
5853,5389
39572,3776
5722,900
4497,3082
5385,792
40380,3482
5655,491
40385,1327
3914,2142
41228,2728
3940,2222
40381,2728
4742,2733
41047,2728
3949,2222
41154,3268
5034,1825
40340,40110
4843,1271
5305,3316
40197,2728
39866,1327
41018,2781
4752,2743
5977,2730
40789,1848
4357,4151
41044,2728
4365,3784
40301,1474
4513,4512
4660,1655
41385,724
39561,999
40032,1417
40821,3570
3965,793
4050,3558
40800,920
5466,2096
41377,1327
5309,3082
41009,1494
4900,1001
40731,40765
4457,2104
39485,3483
41373,3461
4600,3520
41004,3483
4943,3570
40296,40095
5085,4164
40086,3461
39802,2266
5569,3433
4163,5326
40965,724
4077,830
40911,1545
40881,1452
40139,724
39562,1528
4732,802
40825,3570
5528,1307
40579,40116
41130,2728
4062,3482
3816,2222
40887,2728
5142,4529
40879,2728
4462,792
40442,2236
4444,179
5283,3622
4430,5334
39665,199
4894,179
6067,2734
40049,1545
40992,3473
6098,4171
40273,3563
3769,2222
41148,422
5359,5861
5064,1442
5618,3299
4349,1262
4205,1825
40292,2728
5645,1825
39548,896
5760,4131
5839,691
5718,2147
41231,2698
41338,2728
5515,900
4464,5414
5116,4342
5567,810
39606,3481
4268,3324
5160,4154
40729,3251
3844,1403
4689,3082
40328,1335
5510,1825
40634,3570
41460,1787
3794,2222
40345,1174
41384,256
41347,38112
4025,855
4905,2058
40414,1335
6040,1825
40034,40110
41243,40110
4175,1825
40895,226
41056,3564
40347,792
4359,1403
4436,422
5314,2749
40079,3620
3847,830
41167,2236
40458,2728
5909,5331
39631,896
4356,5058
40293,3570
40566,3570
40750,38112
3818,2222
39486,4997
40282,3570
40203,2728
40343,2728
40534,3570
40327,2728
78213,2515
41020,3602
4174,3535
40174,40094
39563,4342
4775,5327
6054,1307
41403,256
40770,256
5558,2102
39888,2341
40192,2728
4616,3563
4779,5860
5759,4151
40987,2728
5728,1660
5696,2726
5370,869
41279,1417
40996,3483
40342,3776
5603,1278
4717,871
40437,1252
3930,2222
5167,5323
40370,3430
41071,436
5321,3784
5630,2054
40679,1252
5377,1335
40018,41224
41158,3551
3910,2735
40153,985
4008,5333
39642,483
39506,226
40240,3564
40180,4915
41343,1172
39677,3482
5176,2735
40816,2734
5871,1307
41345,2600
40426,3482
39614,4465
4797,4465
40905,3251
3912,179
5253,1430
41184,2728
5091,5059
41267,38112
4503,830
5656,505
41200,2728
39512,40110
39662,3620
4098,3486
41036,491
3789,2222
5583,1261
39473,25932
40971,3558
5901,428
40989,2781
4565,810
40612,2781
40640,3570
5430,179
40613,4342
5270,1278
40263,3370
4985,2217
41147,1042
5442,2505
40251,415
4696,5861
40937,724
4116,3268
40583,226
5733,1001
40266,40122
39484,2588
39729,3483
40913,377
40324,3483
4401,875
40470,3483
4192,1001
40529,40094
4309,4465
40742,2505
6115,4490
40513,2728
40391,3370
5506,4997
40074,33213
40129,1417
4611,3522
41120,6514
5313,5861
41362,2595
39887,1335
4003,900
39862,794
5450,3558
39949,985
3924,4915
41081,2333
3994,3299
39818,2236
40700,3487
4832,1335
41162,40110
5946,2142
41164,2728
39772,2728
4697,5025
3796,900
40165,4465
4841,1335
40394,2728
4354,792
41339,1327
40035,3570
6064,2749
3918,3082
5616,3618
40025,40092
5530,5864
39879,3370
4897,1661
5501,4982
40834,2728
41179,984
5365,1417
4757,1001
40281,2728
4725,3082
3954,900
41334,1494
3955,1825
5311,3551
4531,5334
40434,1327
5898,5861
5916,179
4331,4342
4176,3111
39930,2173
3961,1142
40471,3481
4190,5025
3873,2222
40767,1452
40916,1848
41326,920
6058,1442
39873,15838
5701,800
5203,3275
40336,1327
5826,222
39959,172
4472,2390
5457,3522
39971,2728
4282,802
5458,4140
41219,1174
5915,4161
5339,3265
5526,3308
4817,4539
40999,40110
40036,3483
5110,4465
4259,1825
5931,4465
41207,185
39694,4465
4150,3784
40033,2728
4276,179
39804,2728
5572,3266
5811,3800
5316,3535
4248,4465
39906,2734
5789,3829
40967,3622
41390,9239
4560,3082
40836,1597
40306,3118
39782,2728
5190,5847
39799,1494
39743,377
5241,1307
4328,3082
40584,1452
4097,1833
40304,1474
4744,858
41046,3776
3768,2411
5608,2782
3804,2147
40818,2728
40059,3483
5375,3551
40647,2173
5838,2104
40193,8557
41320,1080
5900,2727
40422,2734
4182,2695
41199,3516
4663,2224
5179,1337
39766,3461
4314,2732
40871,3483
3989,808
40065,25932
40474,415
40780,1327
79251,186
40212,10809
4370,864
5133,3602
41431,3491
4297,1152
4306,5329
40663,10809
40364,6514
4117,1394
4296,3083
5819,2058
4686,4492
40883,2728
4272,2104
5189,4342
39551,1452
40559,1080
3956,1442
41061,3483
5089,866
3891,1911
3834,2058
5743,3479
5910,3520
41093,1252
5386,491
40771,33213
5705,4465
40449,3483
5683,2058
40185,2325
39637,4915
4274,2099
5849,5059
39579,5004
6118,2104
3874,2222
5822,4983
40222,3570
5892,3570
41333,1174
4885,1417
4909,3771
5517,1417
3983,4548
39839,724
40172,1335
40986,3661
3987,2266
40531,436
5591,807
41443,984
5725,3480
5263,1120
39492,3558
5178,2505
40638,3486
5041,2440
41103,3570
4113,1168
4023,4152
40955,1892
41427,40110
4378,3551
3788,2222
40877,3482
4615,2741
3836,6106
4146,4161
40671,2761
5721,3551
40184,3570
4597,1261
41201,40117
4289,2058
39969,1335
5799,1444
41066,3483
3772,2058
40951,415
39678,2341
4222,4151
41269,32695
4950,1337
40076,1327
4390,4997
4170,3082
6114,2748
39958,40116
2828,2217
40585,226
5825,2058
4260,5327
4960,3295
4783,4342
5447,6106
40918,2600
5941,808
39588,1452
39763,1327
39681,1474
4310,5855
40186,40122
5262,2080
39963,10809
5677,5049
40833,1452
4745,5005
40650,724
5479,3773
40462,3671
40356,2728
5320,4484
4645,808
39571,2728
39869,3570
5130,804
4795,4986
39593,3487
4605,1001
40271,226
40537,3486
3822,2058
5680,4465
5518,3509
4405,1272
40298,1327
40581,40092
40813,40119
4864,2734
40725,3483
5801,1911
41215,3558
5108,3798
4844,4131
40565,1042
41134,3461
4358,2058
41282,2728
4728,724
40468,41224
4586,801
40224,3483
39675,2728
40269,2650
40278,3370
40211,1825
5434,4342
4372,844
41101,2218
4319,5059
40602,10809
39508,377
6025,900
6100,4543
40768,41227
40824,2728
39712,256
6077,3516
39693,2728
40505,1335
3951,1429
40404,465
5368,1001
40261,3483
40109,8557
4628,1335
40920,199
39815,2728
5615,5847
41236,1890
40133,4915
41281,920
4455,3551
4398,1255
5388,793
39774,3564
39594,5331
6051,4342
40312,5331
40388,2728
39824,834
40427,2409
4951,3551
39809,1452
4005,2399
39741,3558
5135,900
4375,802
40320,3558
6091,3563
5580,859
40318,3618
4284,992
41052,2505
4043,900
4544,3558
40429,3483
39810,5025
5690,3512
39610,377
39823,2236
39481,256
5598,1152
4755,799
5802,5025
4621,1337
5712,808
39682,2734
40641,1848
40892,3483
40230,3536
4185,1000
4137,792
41010,40765
41109,2728
40176,2411
4533,1272
40368,2728
39956,3483
5711,4538
39538,2728
39647,2281
39868,984
39591,1452
4776,5855
41260,365
40223,3570
5043,1251
5250,4999
39634,8557
5749,1452
5545,5855
39832,2728
40588,2734
39926,4984
5124,1272
5500,3064
41137,2639
3931,5025
5907,505
40839,3570
4834,3325
41314,3268
40337,1417
3791,878
39582,1474
39854,2728
39948,2728
4847,3316
41450,226
40846,999
4819,995
41030,1327
5596,807
41348,2728
4341,5334
4333,3595
41092,3482
41059,7193
40178,256
40693,1417
40181,2728
39865,2727
5279,2087
3856,3551
41019,2728
5267,3771
4363,3320
4826,861
6030,3540
5239,1112
40870,226
78129,3423
39872,2728
5925,4473
39568,1474
4906,810
40697,3570
40931,3481
4537,5855
5343,3784
40995,2728
4129,1255
40597,3570
39619,2600
5873,1825
5505,1001
39840,2728
40599,2600
39581,1474
5651,873
4509,3251
39881,724
4263,878
40509,3564
3936,3563
39718,1494
5381,2147
40374,1327
4351,2695
40756,2728
4353,5414
5423,179
5778,4465
40908,3602
4559,1112
39960,11550
41132,2734
5139,2505
41379,1335
40799,25932
5451,1001
41264,2734
6018,3540
40026,431
5627,2058
40755,1607
41270,5025
40187,436
5050,1001
39636,3486
40672,2727
39995,3563
6086,1825
5983,662
4345,900
40526,1417
4288,1001
3882,875
39721,3483
40949,40110
40826,3776
4743,1825
40377,2430
40182,1174
5494,830
40961,3338
4648,3599
41183,1528
4029,1262
4180,799
40142,1825
41399,3482
6081,3558
4980,2058
40950,436
4747,1825
6041,3771
39472,2505
39697,2505
5514,3618
39767,4997
4604,2144
41262,25932
5700,866
40338,3482
4532,5059
41117,3483
40899,377
3978,2405
40847,256
4090,3776
4059,179
40064,1452
5219,3540
40976,40122
40715,2505
5649,3829
4045,1825
39644,2310
5795,3595
40379,10809
6037,1335
5140,3251
39885,2326
5593,1142
41111,40765
39639,365
4782,1825
3920,2222
39735,1797
5757,2084
40945,3564
4902,4465
41088,2505
3814,2222
41241,40116
5550,1825
40051,1307
5102,3065
40627,2728
5716,2142
40654,3570
40744,1273
5360,5025
41294,40765
5141,2266
4294,4164
41028,2728
5841,799
39814,432
4382,859
40267,3570
40135,2728
4670,806
40486,40092
41293,1042
4763,1402
4955,3294
41031,985
39527,39753
5148,5414
5192,1341
40670,2728
3852,4342
40071,2236
4037,1825
41422,1335
40822,436
5379,1661
3976,5414
39667,2728
39848,3558
40410,834
4750,900
39962,724
5165,1340
39843,4997
41085,440
40687,866
40632,1417
5345,3558
5828,3016
40106,3479
39531,32695
5748,2437
40701,7219
40158,40092
39689,2236
4438,1261
40480,2728
5709,2058
40932,6741
4508,2408
5845,3324
4311,6106
41095,422
5292,3545
40144,1494
4381,2748
39532,2728
40590,2728
4428,4521
5788,2411
4422,1337
40166,960
4801,1255
40500,1452
4039,6106
4332,2147
40283,1494
41129,3602
3826,1417
41470,878
4105,2084
40972,3570
5214,2734
4326,799
41276,40122
40819,3483
41128,1080
3890,3540
40371,3570
5546,1177
39837,2728
4226,800
39833,3482
5220,2701
39755,3564
5878,2104
41161,1177
40030,2728
40849,462
39950,2728
40226,3782
40837,920
41203,40092
5338,1334
41394,2728
40582,2734
40984,3480
4080,2698
40455,172
4087,844
40803,1825
5854,900
4887,2147
40044,10671
5210,2902
40812,3483
5485,3558
4781,5025
4202,3082
39907,40122
40769,2505
5554,3784
5150,1312
40235,377
39541,1327
6110,2734
4315,179
3837,2222
4613,4151
5844,2058
40253,440
40724,2728
39745,2728
5552,4465
40220,3564
5881,3325
40047,25932
62014,2074
40280,3483
40690,5387
4443,1001
40155,1494
5762,3771
40464,1174
5756,422
5770,422
40335,4997
4183,2147
40804,1417
39946,40122
5660,5059
5115,1337
40689,2734
6072,5334
39553,2728
39929,834
5684,4164
4279,855
41436,920
5745,4136
39943,3486
40417,2341
3934,2222
5978,3829
4884,808
5175,2727
41453,2728
4470,179
4796,5415
41244,1494
5601,2087
40607,1327
5337,428
5336,2901
40286,399
4901,5861
39754,794
4247,3558
40860,1327
40686,256
5851,179
40484,3483
4468,859
4780,872
5035,3251
4877,4473
40850,2330
6102,5414
39632,2411
40068,834
5773,3618
4631,2742
4425,1337
40704,1327
6024,4342
4658,3800
40315,483
4934,2898
6028,4164
5886,3429
40210,3480
40310,3483
5475,1307
41174,2310
5226,3602
40676,2728
5929,3082
39783,3480
40929,40198
5895,5005
40554,2781
5296,2082
40794,256
3803,875
39700,3570
5693,920
4662,1825
40902,2784
5637,1257
39546,1335
5229,3784
5098,179
39842,3338
41005,40110
39986,2728
40674,2728
4155,1142
3869,2222
39576,1452
5322,1449
40179,1403
40141,403
39692,1452
5930,808
39679,1174
40243,4997
5872,5059
39600,40117
40083,1452
5117,1338
39794,32695
5088,3775
41023,377
6113,2749
41160,3483
5600,808
40798,3570
5787,3795
40339,2144
40227,3483
41119,1273
41163,2666
4866,5861
40216,3773
5435,3483
41165,38104
5666,2058
39917,3558
4100,3082
39652,2734
6083,1825
3766,2222
40173,1474
5153,4995
5695,2147
39747,2341
5889,3432
41190,2728
40365,40795
6001,3520
39901,365
5424,856
41126,40122
39891,3570
5913,2741
41007,3461
5014,3564
4177,2747
39803,40110
4685,5861
40441,481
4711,2213
39965,1327
5628,869
5675,2084
39603,985
5750,2780
41195,2666
4261,1655
4073,3311
41465,10809
4238,3082
40389,3430
40209,3480
40927,1166
5636,1307
40934,1174
6011,1416
4243,3551
39973,2878
6066,1397
40062,3481
4228,1292
4143,5059
41113,40123
5632,2088
39711,3251
39742,40122
41142,365
41277,4997
4567,422
40622,3481
40413,3558
4632,3327
41268,8898
39974,896
4736,4539
40864,4529
5945,800
41250,15635
4800,5414
41209,40092
5935,3082
39912,1177
40652,40110
40207,40093
6015,3481
40997,2505
5754,432
40451,432
40262,1417
39628,1252
4709,2399
5431,4915
41337,2728
40146,25932
41204,3483
40764,3564
4815,1429
40831,2728
4158,1177
40096,3482
3877,2222
41125,40110
41205,1335
4350,4543
39478,4997
62769,2414
5557,3797
40528,2728
5432,1399
40029,256
3827,1911
41176,40117
5086,5330
5936,3776
40998,3618
4676,4490
40751,985
4974,2217
4083,3070
6029,179
40232,40110
40793,199
5476,3784
41039,2728
4112,2140
40810,2728
4911,5415
40548,1335
3764,2222
40594,896
40148,2236
41173,40110
5273,2734
4845,491
3990,2505
41312,3776
4609,5025
5033,2104
40231,3551
3971,3829
40969,436
5874,2078
41027,41238
4420,5049
5933,3507
4241,1335
41265,1430
4687,900
39495,1335
5555,2058
39777,2728
3793,2222
4419,222
39629,1417
3908,3771
40974,1494
5617,422
40894,256
39658,3483
39500,3268
4408,4918
5308,724
4204,5414
41446,3483
4386,2733
40386,1335
41387,834
40890,2228
62881,867
4762,2099
40858,3618
5970,2147
39937,2082
5548,3512
39624,3118
39928,3294
5565,3558
41202,445
5224,808
40536,365
4373,3251
39608,2505
3919,2399
39792,1327
40993,3481
4207,2422
6078,3771
40150,4915
5710,1001
40616,2728
5678,804
41448,4465
5682,1001
5747,2505
5445,3558
41211,9431
4255,792
40775,6514
39625,4507
41108,2728
40809,417
3948,4550
40279,2728
41423,174
4122,3082
3824,2084
39659,1252
41146,3661
5090,1001
39870,40087
4132,2505
39778,2325
39597,3481
3988,4473
39893,2728
4592,3475
40489,2505
4595,3082
41256,2728
41213,2728
41251,1417
39903,474
6023,3551
41145,3551
4920,2147
39905,256
4682,4490
40952,2859
41122,38110
5194,4511
6003,3533
40466,1911
5403,2144
41332,1142
5081,4164
41284,3482
4285,2104
4799,1335
5653,2084
41257,1327
5642,794
40550,1462
40610,3828
5196,4342
41298,3551
5831,1833
39589,1335
39617,2728
5350,662
5128,3784
39750,3570
5013,4490
3977,3066
39599,3483
5096,5059
41171,1335
5143,2142
39982,3480
41029,39753
41124,2333
5959,2411
39904,2734
5979,3540
40785,1417
4630,2058
4417,2104
5421,6106
5144,3784
4107,2726
40851,3486
4830,3775
4095,1825
40519,6514
4939,1825
40973,3482
4691,179
41391,1392
40563,4507
5623,3599
39952,1327
4571,5059
4991,5415
40694,5025
40790,875
5000,3551
41360,1307
3981,1442
40680,3487
4993,1337
5865,5861
40101,2266
4006,1417
40741,463
4753,2030
39812,2173
4673,4151
5137,3535
40653,3570
4824,1409
40446,2728
40723,3251
40360,2726
5174,3771
39813,436
39800,3661
4046,3602
40497,1046
4065,4164
3950,2748
40058,10809
3997,2747
40081,1327
41435,2600
40438,3570
5774,5861
40558,1019
4771,3082
5464,899
4218,1337
40460,1177
6108,491
40459,40092
5940,859
3878,5861
40085,1327
5582,1307
5282,3520
39935,2082
5755,2734
39540,491
41291,38097
40856,2326
4589,855
40960,2728
4816,3547
40042,2749
5985,3318
41089,3480
41166,2236
4858,2058
5927,3564
39480,3558
40359,2236
39981,40110
5487,900
40288,440
78839,476
4693,3082
40309,2728
5813,1337
5094,179
4141,3798
40358,3570
41076,2505
41415,2728
5481,505
4746,1797
40787,3570
40322,432
4671,3533
41412,1278
5491,1622
39914,2310
4233,422
40649,2728
39714,3479
4656,5415
40527,8557
5482,179
39878,3370
63230,2074
4610,3598
41363,4507
41342,1327
5230,3432
5539,3476
40010,1042
5384,2734
39595,2734
4368,3316
40888,41237
4197,2142
40589,3483
40525,365
5120,2734
41344,2600
5340,1272
5574,1307
41157,3483
40013,1327
5276,1001
40666,463
4451,3776
4811,2106
41353,3483
40832,463
40492,3782
4355,1971
39671,2505
39686,2600
5793,4162
39272,38104
41371,7585
39630,2728
3909,5356
40250,1080
41198,10809
4561,1001
39519,2901
5663,1449
41255,3482
5209,872
39683,1327
40624,444
5547,3018
4239,2505
39663,2728
4101,1825
5126,872
40275,3483
5204,2748
40981,3430
40935,2728
40552,3482
5808,1307
39690,1335
40246,3483
41401,2728
40523,40796
40830,7193
39621,3564
39899,2728
4320,5414
3915,1334
39968,3563
41175,3483
5880,3829
4157,1825
41060,422
4211,4999
5217,3540
4256,2741
40570,2728
4336,2731
41323,2414
4572,3784
40596,3570
5275,1607
40440,463
3973,1661
5739,3795
40411,724
6119,3570
5619,5025
40054,3563
40056,3118
3953,2408
40898,199
5410,2734
41240,3310
5672,3476
41104,4465
3865,871
41383,2325
5992,1112
39489,40122
4481,3321
40862,3461
5767,183
41352,3370
4130,872
40835,10809
5082,2734
40783,3776
39635,2728
6075,3082
40399,40110
39559,1417
40175,491
4875,2701
40886,2325
5833,1272
40126,1657
5182,855
39695,4506
3792,1723
4872,2058
39920,3620
3969,222
40272,3486
4862,875
40265,10809
4001,792
40592,1335
41090,40110
6052,5049
40082,2734
5066,1442
5284,2421
4371,810
40845,1335
5899,4553
40361,3264
40721,2333
41346,2728
39932,365
5883,3784
40507,6514
4789,5049
40891,428
41041,365
4627,873
5317,872
39542,1474
41252,2728
39513,365
4120,3082
4977,4465
5792,4342
5507,810
5166,2217
40555,1955
40127,2749
5914,2142
40439,444
5060,1166
4104,1972
41191,40116
39845,1252
41398,38110
4705,993
40621,1474
39896,6514
4040,2147
40758,3618
40469,2728
3928,2222
5835,3520
6101,4512
4723,3518
40942,1174
5779,4486
40959,2505
4414,5414
5643,900
5498,2104
39996,40110
4863,1442
39502,3299
4714,1431
40080,3461
5018,3771
4584,1273
40190,226
39510,256
4254,2748
39922,4465
39951,23517
40713,2734
40115,1335
3894,3800
40719,1474
3906,1341
41438,1335
4594,4511
40978,3482
5154,724
4412,2087
4479,2084
40698,10809
3857,900
40636,7583
4322,2147
39844,3570
4647,2153
4846,878
40549,3483
40859,4915
39604,226
5671,2140
40234,3481
4964,3555
40745,2728
3815,2222
41214,38110
5888,3551
40382,2398
40699,2333
40944,428
4210,3325
39730,1108
4094,2058
40843,1452
5472,900
40943,7219
4275,4524
4287,5334
40815,1791
5441,3784
40656,2727
5106,4525
39613,3570
5420,864
39761,1597
3968,4342
39654,3782
4580,4543
40504,999
5870,5059
41341,724
5027,794
41375,9431
4142,3771
40957,32695
40893,2705
40257,2157
40829,3570
5045,830
41474,1252
5211,792
5533,855
40574,226
4956,1337
41087,2749
39491,3483
40964,1174
39552,27649
4456,2438
39661,1452
4510,3784
40696,40765
4695,1339
40249,40122
40777,2728
41428,226
41467,1335
5673,3798
4585,2695
41208,2728
4471,2740
6096,183
4409,724
40644,1452
39737,172
4903,1848
5951,1142
4737,1431
40403,1258
5823,3618
41070,3483
3929,2222
41395,399
6060,2734
39655,4507
4545,2421
41084,185
4221,4997
39607,424
5353,2034
4291,4473
41389,40765
4804,866
4304,1278
41230,365
5729,2505
40167,2728
5534,5415
41194,896
4223,799
41067,1174
5963,799
41149,3483
40046,2734
5047,900
5071,5414
40991,2505
39983,2333
5183,2749
41414,984
40688,2325
4566,3784
40260,2728
5579,1001
40712,1273
40923,3482
41193,3483
4042,3558
39558,1483
39536,3483
5876,5025
41420,3482
79265,476
4678,792
5103,1335
39515,1122
5374,1001
40177,1494
39574,2728
5159,872
4963,1661
40037,2691
3850,4473
40547,6770
40330,40110
3893,2058
40357,1252
40479,3570
40682,3481
5520,2734
40994,2728
4467,3829
4554,3829
41349,365
4634,491
4215,3538
41408,40110
40524,3483
5686,4983
41365,399
5079,1442
4374,3298
5382,1417
40128,2910
41216,3479
5222,3540
39503,1252
3812,2222
41026,3118
4269,1661
39822,724
3932,1001
40814,3483
5046,1341
41034,3483
5879,3083
40334,2734
39945,2728
4896,2421
40772,2734
5084,1334
39894,199
39880,1252
4217,5059
40161,40110
5960,3784
40151,5025
4675,4465
39857,505
39698,2173
78646,3542
5062,1335
40954,2728
39758,377
39874,2228
6104,1272
41355,1494
5638,3771
40936,174
6042,2147
41378,2236
40784,2728
5113,900
40939,3570
4369,179
39487,3618
40542,999
4504,799
5947,3535
39550,3782
3962,2775
4651,3558
3786,2222
40629,3570
5502,1311
4343,5861
40290,3509
40878,2728
5054,179
40098,199
40183,2728
40591,40120
39978,3483
40323,1462
40291,3483
4186,920
41318,365
39641,7585
5198,1825
40924,1909
39931,3516
5781,3829
39545,3602
41302,2505
3880,5855
3851,179
4959,1112
40561,1452
5832,1446
41321,3483
4396,3563
40488,2728
40754,724
5303,1269
39970,2734
40256,2728
4292,2058
39517,3536
5257,1825
4236,5867
40669,1327
39709,3570
40842,1809
5072,3540
39841,2320
5519,3779
40571,39753
5837,5058
4024,4979
39989,1296
5344,792
40045,40122
5265,3271
40225,256
4855,1392
40204,1042
5294,4984
40645,1327
5829,3771
40108,6514
4954,179
40252,1327
4121,3784
40264,3481
39688,3520
5107,3431
39627,794
39657,3481
5234,1252
39501,3570
5508,2731
6056,3301
40367,2734
5247,2078
39902,3483
79037,3479
5264,4342
39806,38110
4303,5059
40021,3570
40868,2734
5225,3558
40711,4997
4761,3558
5207,432
39752,1080
41410,3480
4317,900
39664,1494
3889,2414
41247,3118
41287,2728
5744,3605
41096,256
39867,2734
4913,2505
39890,3483
4273,807
3957,5334
41280,1252
39554,2728
5676,4978
4402,1339
40140,2728
5261,1911
5205,3511
4092,3016
5948,3798
40707,1273
39468,1174
4568,1825
39592,2728
4459,799
3872,2222
40947,1327
4558,457
39483,2728
4973,1335
39756,1417
5347,3473
40903,1252
3787,2222
4927,873
5950,3481
40147,377
4216,799
4499,5049
39496,3487
3935,4465
41021,2728
4488,3784
39882,920
5223,3533
39847,1417
5806,4152
40208,10809
5087,3535
39793,2326
4329,5414
40990,724
40375,41220
4933,3797
40303,3483
5306,1661
39762,1174
5286,5864
39716,3599
4700,3319
4394,4997
40472,3483
39939,432
41463,2728
39913,38110
4577,3563
40031,1417
5401,3071
40284,2728
5155,4342
4976,183
4067,5025
41127,436
5958,872
40300,3570
4015,1573
41440,3066
40737,3620
5373,3784
39830,1452
4756,2087
5771,179
5412,4164
5659,1825
5266,179
40270,2742
5227,864
3998,3512
40134,1327
5842,3784
41299,3483
40956,10671
39828,8557
4307,3502
40706,3570
5105,1337
39921,1797
5689,5389
40866,9431
5335,179
6061,3800
41301,794
5570,1431
40331,2734
5525,5866
41033,3536
39898,2728
5809,799
4971,900
40604,2414
5961,1307
40982,2728
4917,3558
5469,4342
40247,2218
3867,2222
40097,1327
4246,2058
41022,3618
4706,4525
40255,2971
5597,3551
41064,463
4738,3558
41025,1417
5730,2266
39825,2236
40556,984
40363,10671
6079,3540
39493,2728
4051,4473
39575,15838
5177,2104
41011,1327
5708,2140
40508,3570
4091,3775
3888,1397
5610,3082
3900,1833
40595,1397
4518,3558
41331,365
4962,2266
4596,2747
40714,3480
5285,2082
39643,2728
40757,19101
4965,1825
39851,2728
40219,2728
4786,3082
40502,2666
40562,1335
39984,3483
4278,4152
5563,3563
40289,2728
5674,6106
3808,2058
40104,3670
40287,2734
5157,5334
41455,4915
41472,38110
5180,4342
41266,256
40510,2728
5392,810
39883,1327
40112,226
5814,995
40362,1417
4502,2105
40191,1327
41235,1890
5255,1825
4908,2422
5184,1001
40861,226
4201,1001
41102,2728
41057,2728
40453,2734
5473,5334
39691,256
40626,2728
5352,1335
41386,3483
39727,3782
5075,5855
39775,1911
3980,855
40875,920
5928,4151
39966,3564
4230,5861
40346,38104
6017,923
40002,26761
4534,1334
41118,3483
40958,2505
5613,3570
39923,2236
39612,40110
5540,5058
4876,3558
39780,3500
41012,222
41156,3563
4251,3784
40532,256
3959,3551
41317,3482
4961,2217
39779,436
4199,900
40154,2236
41416,2266
4772,3784
40199,457
41091,3483
41315,3481
40393,2728
4148,2438
41218,1327
40099,1335
4498,3558
41159,2968
5584,3082
40685,3482
3778,422
5218,2213
4128,2695
41177,1335
5040,2747
40658,2728
39820,436
4252,900
5605,860
5101,2749
41271,724
4002,4171
40717,3570
5897,2734
6020,3618
5942,1112
40325,1080
5293,5414
40473,1327
4638,1442
40401,3066
39623,3570
41336,1494
4487,724
41274,3570
5606,222
40659,256
3848,2438
4528,2082
5691,3064
4851,2217
40620,226
4347,3784
41369,256
5236,1825
5156,2058
40606,2505
4072,5861
41297,4997
78464,476
3979,4165
5868,5325
40921,15635
4286,802
39708,463
5246,1307
3947,4538
39765,1252
5713,3563
41361,4507
40011,3564
5765,3830
39864,3620
5111,4342
41073,3483
40557,38104
4765,3481
40753,2409
4748,992
39998,40443
5906,2102
39530,985
39967,15838
39498,2157
3995,2729
40105,4465
4970,3109
40639,2728
41259,462
41170,2728
4668,5414
5363,3082
40848,1335
5357,3082
39676,399
6097,2409
40560,2728
4516,1112
5310,5415
40299,2728
39537,1252
4031,5024
3831,3784
39997,1252
40373,2728
4515,2744
4494,2505
5843,992
39476,226
5564,2140
5633,2058
5715,5334
40332,1080
5989,3558
39811,3782
4928,1825
39470,365
3841,4151
39776,2734
5590,6106
40169,1042
39957,920
40188,1042
39509,2728
4056,2734
4360,4506
4890,4154
40008,2728
39770,724
3846,2505
40874,3774
6116,5334
39749,256
5987,4555
41123,40110
5315,5059
39875,644
5995,2058
5399,3256
4225,4156
41099,15635
5784,3549
40354,3018
39990,38112
4032,2104
3802,4999
5026,3064
40774,2893
39784,40110
4376,4171
39980,3018
4551,2084
5707,2058
41258,1335
41138,3536
39673,794
41141,3461
5070,179
41424,2728
5078,1797
4620,2147
4432,3481
40248,377
40060,2728
5740,2898
5251,1825
41275,3118
5644,2734
40675,3153
78157,476
40820,2325
40535,465
4134,3082
40633,15838
4590,1976
41327,1417
3823,4162
40615,25932
4250,4140
40844,1252
40576,365
6026,179
41245,25932
41217,40110
5404,3066
41356,999
4581,2104
40350,3602
5188,2082
5290,3071
5065,3511
41432,3570
6063,2104
40678,3618
39991,2728
5969,872
5640,1911
4188,5415
39934,3309
4867,2058
40241,40110
4041,4981
40090,1335
5586,183
40499,2157
40244,563
41083,40118
39919,2728
4649,3082
41110,1327
4652,1335
40910,365
39666,1335
40091,41237
40668,1417
4318,900
4672,1112
5036,3109
4808,2058
40258,1392
4667,4342
39580,3558
5538,2748
40378,1252
3859,5334
40159,1252
5017,2217
41358,226
39626,2333
41447,2728
3813,2222
40739,1335
4664,5861
41105,2859
4740,2734
41001,4997
4061,2147
4195,3268
39570,2728
